id_producto,nombre,categoria,subcategoria,marca,precio_usd,stock,color,potencia_w,capacidad,voltaje,peso_kg,garantia_meses,descripcion
P0282,Compacto Plancha a Vapor,Lavado,Planchado,SparkleHome,2769.66,101,Dorado,400,,220V,13.5,6,"Presentamos la Compacto Plancha a Vapor de SparkleHome, un producto excepcional de la categoría Lavado. Con 400W de potencia y tecnología de vanguardia, este electrodoméstico está diseñado para facilitar tu vida diaria. Construcción robusta y materiales de primera calidad garantizan años de uso confiable. Interfaz intuitiva y controles ergonómicos para una experiencia de usuario superior. Sistema de seguridad certificado y múltiples protecciones contra sobrecalentamiento. Eficiencia energética clase A+ para reducir el consumo eléctrico. Diseño moderno que se integra perfectamente en cualquier ambiente. Garantía de 6 meses respaldada por SparkleHome. "
P0283,Digital Plancha a Vapor Plus,Lavado,Planchado,LaundryTech,1857.73,71,Negro,1450,,220V,32.2,36,"Presentamos la Digital Plancha a Vapor Plus de LaundryTech, un producto excepcional de la categoría Lavado. Con 1450W de potencia y tecnología de vanguardia, este electrodoméstico está diseñado para facilitar tu vida diaria. Construcción robusta y materiales de primera calidad garantizan años de uso confiable. Interfaz intuitiva y controles ergonómicos para una experiencia de usuario superior. Sistema de seguridad certificado y múltiples protecciones contra sobrecalentamiento. Eficiencia energética clase A+ para reducir el consumo eléctrico. Diseño moderno que se integra perfectamente en cualquier ambiente. Garantía de 36 meses respaldada por LaundryTech. "
P0284,Elite Plancha Seca X,Lavado,Planchado,WashPro,947.74,111,Rojo,1900,,110-220V,19.8,6,"Presentamos la Elite Plancha Seca X de WashPro, un producto excepcional de la categoría Lavado. Con 1900W de potencia y tecnología de vanguardia, este electrodoméstico está diseñado para facilitar tu vida diaria. Construcción robusta y materiales de primera calidad garantizan años de uso confiable. Interfaz intuitiva y controles ergonómicos para una experiencia de usuario superior. Sistema de seguridad certificado y múltiples protecciones contra sobrecalentamiento. Eficiencia energética clase A+ para reducir el consumo eléctrico. Diseño moderno que se integra perfectamente en cualquier ambiente. Garantía de 6 meses respaldada por WashPro. "
P0285,Plancha Seca 2024,Lavado,Planchado,WashPro,2006.58,168,Plateado,1650,,12V,30.6,18,"Presentamos la Plancha Seca 2024 de WashPro, un producto excepcional de la categoría Lavado. Con 1650W de potencia y tecnología de vanguardia, este electrodoméstico está diseñado para facilitar tu vida diaria. Construcción robusta y materiales de primera calidad garantizan años de uso confiable. Interfaz intuitiva y controles ergonómicos para una experiencia de usuario superior. Sistema de seguridad certificado y múltiples protecciones contra sobrecalentamiento. Eficiencia energética clase A+ para reducir el consumo eléctrico. Diseño moderno que se integra perfectamente en cualquier ambiente. Garantía de 18 meses respaldada por WashPro. "
P0286,Plancha Seca,Lavado,Planchado,WashPro,1580.93,200,Azul,200,,220V,25.1,18,"Presentamos la Plancha Seca de WashPro, un producto excepcional de la categoría Lavado. Con 200W de potencia y tecnología de vanguardia, este electrodoméstico está diseñado para facilitar tu vida diaria. Construcción robusta y materiales de primera calidad garantizan años de uso confiable. Interfaz intuitiva y controles ergonómicos para una experiencia de usuario superior. Sistema de seguridad certificado y múltiples protecciones contra sobrecalentamiento. Eficiencia energética clase A+ para reducir el consumo eléctrico. Diseño moderno que se integra perfectamente en cualquier ambiente. Garantía de 18 meses respaldada por WashPro. "
P0287,Plancha Seca,Lavado,Planchado,CleanMaster,1021.65,109,Azul,1050,,12V,44.4,6,"Presentamos la Plancha Seca de CleanMaster, un producto excepcional de la categoría Lavado. Con 1050W de potencia y tecnología de vanguardia, este electrodoméstico está diseñado para facilitar tu vida diaria. Construcción robusta y materiales de primera calidad garantizan años de uso confiable. Interfaz intuitiva y controles ergonómicos para una experiencia de usuario superior. Sistema de seguridad certificado y múltiples protecciones contra sobrecalentamiento. Eficiencia energética clase A+ para reducir el consumo eléctrico. Diseño moderno que se integra perfectamente en cualquier ambiente. Garantía de 6 meses respaldada por CleanMaster. "
P0288,Plancha Seca II,Lavado,Planchado,FreshWash,189.92,145,Plateado,400,,110-220V,23.0,18,"Presentamos la Plancha Seca II de FreshWash, un producto excepcional de la categoría Lavado. Con 400W de potencia y tecnología de vanguardia, este electrodoméstico está diseñado para facilitar tu vida diaria. Construcción robusta y materiales de primera calidad garantizan años de uso confiable. Interfaz intuitiva y controles ergonómicos para una experiencia de usuario superior. Sistema de seguridad certificado y múltiples protecciones contra sobrecalentamiento. Eficiencia energética clase A+ para reducir el consumo eléctrico. Diseño moderno que se integra perfectamente en cualquier ambiente. Garantía de 18 meses respaldada por FreshWash. "
P0289,Centro de Planchado,Lavado,Planchado,CleanMaster,156.0,3,Rojo,550,,220V,37.2,6,"Presentamos la Centro de Planchado de CleanMaster, un producto excepcional de la categoría Lavado. Con 550W de potencia y tecnología de vanguardia, este electrodoméstico está diseñado para facilitar tu vida diaria. Construcción robusta y materiales de primera calidad garantizan años de uso confiable. Interfaz intuitiva y controles ergonómicos para una experiencia de usuario superior. Sistema de seguridad certificado y múltiples protecciones contra sobrecalentamiento. Eficiencia energética clase A+ para reducir el consumo eléctrico. Diseño moderno que se integra perfectamente en cualquier ambiente. Garantía de 6 meses respaldada por CleanMaster. "
P0290,Centro de Planchado,Lavado,Planchado,WashPro,1669.76,182,Amarillo,650,,220V,46.6,6,"Presentamos la Centro de Planchado de WashPro, un producto excepcional de la categoría Lavado. Con 650W de potencia y tecnología de vanguardia, este electrodoméstico está diseñado para facilitar tu vida diaria. Construcción robusta y materiales de primera calidad garantizan años de uso confiable. Interfaz intuitiva y controles ergonómicos para una experiencia de usuario superior. Sistema de seguridad certificado y múltiples protecciones contra sobrecalentamiento. Eficiencia energética clase A+ para reducir el consumo eléctrico. Diseño moderno que se integra perfectamente en cualquier ambiente. Garantía de 6 meses respaldada por WashPro. "
P0291,Centro de Planchado,Lavado,Planchado,CleanMaster,1134.09,128,Blanco,1200,,110-220V,41.4,36,"Presentamos la Centro de Planchado de CleanMaster, un producto excepcional de la categoría Lavado. Con 1200W de potencia y tecnología de vanguardia, este electrodoméstico está diseñado para facilitar tu vida diaria. Construcción robusta y materiales de primera calidad garantizan años de uso confiable. Interfaz intuitiva y controles ergonómicos para una experiencia de usuario superior. Sistema de seguridad certificado y múltiples protecciones contra sobrecalentamiento. Eficiencia energética clase A+ para reducir el consumo eléctrico. Diseño moderno que se integra perfectamente en cualquier ambiente. Garantía de 36 meses respaldada por CleanMaster. "
P0292,Centro de Planchado,Lavado,Planchado,CleanMaster,2601.44,198,Azul,300,,110-220V,3.9,24,"Presentamos la Centro de Planchado de CleanMaster, un producto excepcional de la categoría Lavado. Con 300W de potencia y tecnología de vanguardia, este electrodoméstico está diseñado para facilitar tu vida diaria. Construcción robusta y materiales de primera calidad garantizan años de uso confiable. Interfaz intuitiva y controles ergonómicos para una experiencia de usuario superior. Sistema de seguridad certificado y múltiples protecciones contra sobrecalentamiento. Eficiencia energética clase A+ para reducir el consumo eléctrico. Diseño moderno que se integra perfectamente en cualquier ambiente. Garantía de 24 meses respaldada por CleanMaster. "
P0293,Centro de Planchado,Lavado,Planchado,LaundryTech,2225.23,62,Gris,1350,,220V,14.9,18,"Presentamos la Centro de Planchado de LaundryTech, un producto excepcional de la categoría Lavado. Con 1350W de potencia y tecnología de vanguardia, este electrodoméstico está diseñado para facilitar tu vida diaria. Construcción robusta y materiales de primera calidad garantizan años de uso confiable. Interfaz intuitiva y controles ergonómicos para una experiencia de usuario superior. Sistema de seguridad certificado y múltiples protecciones contra sobrecalentamiento. Eficiencia energética clase A+ para reducir el consumo eléctrico. Diseño moderno que se integra perfectamente en cualquier ambiente. Garantía de 18 meses respaldada por LaundryTech. "
P0294,Compacto Planchita de Pelo 3000,Lavado,Planchado,FreshWash,96.12,138,Verde,1900,,220V,8.0,24,"Presentamos la Compacto Planchita de Pelo 3000 de FreshWash, un producto excepcional de la categoría Lavado. Con 1900W de potencia y tecnología de vanguardia, este electrodoméstico está diseñado para facilitar tu vida diaria. Construcción robusta y materiales de primera calidad garantizan años de uso confiable. Interfaz intuitiva y controles ergonómicos para una experiencia de usuario superior. Sistema de seguridad certificado y múltiples protecciones contra sobrecalentamiento. Eficiencia energética clase A+ para reducir el consumo eléctrico. Diseño moderno que se integra perfectamente en cualquier ambiente. Garantía de 24 meses respaldada por FreshWash. "
P0295,Profesional Planchita de Pelo Plus,Lavado,Planchado,WashPro,1273.94,15,Plateado,1150,,220V,10.7,12,"Presentamos la Profesional Planchita de Pelo Plus de WashPro, un producto excepcional de la categoría Lavado. Con 1150W de potencia y tecnología de vanguardia, este electrodoméstico está diseñado para facilitar tu vida diaria. Construcción robusta y materiales de primera calidad garantizan años de uso confiable. Interfaz intuitiva y controles ergonómicos para una experiencia de usuario superior. Sistema de seguridad certificado y múltiples protecciones contra sobrecalentamiento. Eficiencia energética clase A+ para reducir el consumo eléctrico. Diseño moderno que se integra perfectamente en cualquier ambiente. Garantía de 12 meses respaldada por WashPro. "
P0296,Planchita de Pelo,Lavado,Planchado,LaundryTech,1388.9,191,Negro,1850,,110-220V,35.2,18,"Presentamos la Planchita de Pelo de LaundryTech, un producto excepcional de la categoría Lavado. Con 1850W de potencia y tecnología de vanguardia, este electrodoméstico está diseñado para facilitar tu vida diaria. Construcción robusta y materiales de primera calidad garantizan años de uso confiable. Interfaz intuitiva y controles ergonómicos para una experiencia de usuario superior. Sistema de seguridad certificado y múltiples protecciones contra sobrecalentamiento. Eficiencia energética clase A+ para reducir el consumo eléctrico. Diseño moderno que se integra perfectamente en cualquier ambiente. Garantía de 18 meses respaldada por LaundryTech. "
P0297,Planchita de Pelo,Lavado,Planchado,FreshWash,1319.06,33,Rojo,1450,,220V,29.8,6,"Presentamos la Planchita de Pelo de FreshWash, un producto excepcional de la categoría Lavado. Con 1450W de potencia y tecnología de vanguardia, este electrodoméstico está diseñado para facilitar tu vida diaria. Construcción robusta y materiales de primera calidad garantizan años de uso confiable. Interfaz intuitiva y controles ergonómicos para una experiencia de usuario superior. Sistema de seguridad certificado y múltiples protecciones contra sobrecalentamiento. Eficiencia energética clase A+ para reducir el consumo eléctrico. Diseño moderno que se integra perfectamente en cualquier ambiente. Garantía de 6 meses respaldada por FreshWash. "
P0298,Planchita de Pelo,Lavado,Planchado,LaundryTech,971.21,69,Rojo,1450,,12V,41.7,18,"Presentamos la Planchita de Pelo de LaundryTech, un producto excepcional de la categoría Lavado. Con 1450W de potencia y tecnología de vanguardia, este electrodoméstico está diseñado para facilitar tu vida diaria. Construcción robusta y materiales de primera calidad garantizan años de uso confiable. Interfaz intuitiva y controles ergonómicos para una experiencia de usuario superior. Sistema de seguridad certificado y múltiples protecciones contra sobrecalentamiento. Eficiencia energética clase A+ para reducir el consumo eléctrico. Diseño moderno que se integra perfectamente en cualquier ambiente. Garantía de 18 meses respaldada por LaundryTech. "
